'Athlete 30','Countermovement Jump','9/22/2020 09:52','64.7','Trial 2','','40.4','0.57','635','1089','-2.7','1.3','-5','-5.1','2615','1363','29.3','55.9','49.1
'Athlete 30','Countermovement Jump','9/22/2020 09:52','64.7','Trial 3','','40.2','0.56','635','1084','-4.5','-2.5','-4','-4.3','2599','1342','28.8','47.4','42.2
'Athlete 31','Countermovement Jump','9/22/2020 09:50','52.6','Trial 1','','39.5','0.55','516','922','-4.7','1.9','12','11.9','2078','996','25.9','43.4','13.9
'Athlete 31','Countermovement Jump','9/22/2020 09:50','52.6','Trial 2','','39.7','0.58','517','910','-0.5','0.0','5','4.8','2090','1064','25.2','57.8','56.3
'Athlete 31','Countermovement Jump','9/22/2020 09:50','52.6','Trial 3','','38.8','0.58','516','889','3.8','6.2','2','2.4','2043','1098','26.2','35.7','65.3
'Athlete 32','Countermovement Jump','9/22/2020 09:49','67.8','Trial 1','','38.4','0.49','666','1051','13.8','14.8','10','10.3','2605','1260','21.5','57.0','8.4
'Athlete 32','Countermovement Jump','9/22/2020 09:49','67.8','Trial 2','','38.3','0.46','666','1045','9.9','5.2','-1','-1.3','2595','1289','24.2','80.8','23.4
'Athlete 32','Countermovement Jump','9/22/2020 09:49','67.8','Trial 3','','38.1','0.45','665','1023','13.0','15.0','5','4.8','2580','1248','22.7','62.6','-15.7
'Athlete 33','Countermovement Jump','9/22/2020 09:48','90.2','Trial 1','','36.0','0.69','886','1677','23.6','21.9','12','12.3','3248','2124','21.7','93.2','9.1
'Athlete 33','Countermovement Jump','9/22/2020 09:48','90.2','Trial 2','','35.1','0.66','886','1653','16.6','15.7','8','7.6','3166','2040','20.5','80.0','32.5
'Athlete 33','Countermovement Jump','9/22/2020 09:48','90.2','Trial 3','','35.0','0.60','885','1568','15.8','17.1','11','10.5','3156','2097','20.4','60.5','52.1
'Athlete 34','Countermovement Jump','9/22/2020 09:47','72.1','Trial 1','','38.0','0.59','708','1261','12.1','9.2','6','5.8','2736','1390','25.6','108.9','6.9
'Athlete 34','Countermovement Jump','9/22/2020 09:47','72.1','Trial 2','','36.4','0.62','708','1231','2.5','-0.2','-2','-1.9','2622','1542','26.1','77.2','35.1
